2021-01-28 09:15:00,1910
2021-01-28 10:15:00,1905
2021-01-28 11:15:00,1899
2021-01-28 12:15:00,1881
2021-01-28 13:15:00,1886
2021-01-28 14:15:00,1876
2021-01-28 15:15:00,1876
2021-01-29 09:15:00,1886
2021-01-29 10:15:00,1892
2021-01-29 11:15:00,1894
2021-01-29 12:15:00,1884
2021-01-29 13:15:00,1889
2021-01-29 14:15:00,1837
2021-01-29 15:15:00,1844
2021-02-01 09:15:00,1853
2021-02-01 10:15:00,1864
2021-02-01 11:15:00,1856
2021-02-01 12:15:00,1872
2021-02-01 13:15:00,1890
2021-02-01 14:15:00,1892
2021-02-01 15:15:00,1899
2021-02-02 09:15:00,1885
2021-02-02 10:15:00,1864
2021-02-02 11:15:00,1869
2021-02-02 12:15:00,1866
2021-02-02 13:15:00,1875
2021-02-02 14:15:00,1930
2021-02-02 15:15:00,1936
2021-02-03 09:15:00,1928
2021-02-03 10:15:00,1940
2021-02-03 11:15:00,1940
2021-02-03 12:15:00,1936
2021-02-03 13:15:00,1938
2021-02-03 14:15:00,1931
2021-02-03 15:15:00,1928
2021-02-04 09:15:00,1922
2021-02-04 10:15:00,1930
2021-02-04 11:15:00,1926
2021-02-04 12:15:00,1920
2021-02-04 13:15:00,1923
2021-02-04 14:15:00,1923
2021-02-04 15:15:00,1921
2021-02-05 09:15:00,1926
2021-02-05 10:15:00,1931
2021-02-05 11:15:00,1929
2021-02-05 12:15:00,1927
2021-02-05 13:15:00,1930
2021-02-05 14:15:00,1924
2021-02-05 15:15:00,1924
2021-02-08 09:15:00,1949
2021-02-08 10:15:00,1949
2021-02-08 11:15:00,1955
2021-02-08 12:15:00,1966
2021-02-08 13:15:00,1962
2021-02-08 14:15:00,1951
2021-02-08 15:15:00,1950
2021-02-09 09:15:00,1981
2021-02-09 10:15:00,1981
2021-02-09 11:15:00,1979
2021-02-09 12:15:00,1981
2021-02-09 13:15:00,1979
2021-02-09 14:15:00,1955
2021-02-09 15:15:00,1953
2021-02-10 09:15:00,1955
2021-02-10 10:15:00,1943
2021-02-10 11:15:00,1946
2021-02-10 12:15:00,1943
2021-02-10 13:15:00,1954
2021-02-10 14:15:00,1976
2021-02-10 15:15:00,1981
2021-02-11 09:15:00,2026
2021-02-11 10:15:00,2030
2021-02-11 11:15:00,2023
2021-02-11 12:15:00,2029
2021-02-11 13:15:00,2039
2021-02-11 14:15:00,2055
2021-02-11 15:15:00,2061
2021-02-12 09:15:00,2066
2021-02-12 10:15:00,2057
2021-02-12 11:15:00,2051
2021-02-12 12:15:00,2044
2021-02-12 13:15:00,2027
2021-02-12 14:15:00,2042
2021-02-12 15:15:00,2041
2021-02-15 09:15:00,2033
2021-02-15 10:15:00,2052
2021-02-15 11:15:00,2050
2021-02-15 12:15:00,2048
2021-02-15 13:15:00,2038
2021-02-15 14:15:00,2034
2021-02-15 15:15:00,2033
2021-02-16 09:15:00,2050
2021-02-16 10:15:00,2065
2021-02-16 11:15:00,2068
2021-02-16 12:15:00,2061
2021-02-16 13:15:00,2055
2021-02-16 14:15:00,2059
2021-02-16 15:15:00,2058
2021-02-17 09:15:00,2066
2021-02-17 10:15:00,2067
2021-02-17 11:15:00,2088
2021-02-17 12:15:00,2080
2021-02-17 13:15:00,2089
2021-02-17 14:15:00,2086
2021-02-17 15:15:00,2079
2021-02-18 09:15:00,2095
2021-02-18 10:15:00,2094
2021-02-18 11:15:00,2092
2021-02-18 12:15:00,2088
2021-02-18 13:15:00,2078
2021-02-18 14:15:00,2062
2021-02-18 15:15:00,2063
2021-02-19 09:15:00,2089
2021-02-19 10:15:00,2089
2021-02-19 11:15:00,2097
2021-02-19 12:15:00,2099
2021-02-19 13:15:00,2073
2021-02-19 14:15:00,2085
2021-02-19 15:15:00,2080
2021-02-22 09:15:00,2048
2021-02-22 10:15:00,2031
2021-02-22 11:15:00,2038
2021-02-22 12:15:00,2035
2021-02-22 13:15:00,2028
2021-02-22 14:15:00,2006
2021-02-22 15:15:00,2000
2021-02-23 09:15:00,2032
2021-02-23 10:15:00,2046
2021-02-23 11:15:00,2038
2021-02-23 12:15:00,2032
2021-02-23 13:15:00,2041
2021-02-23 14:15:00,2028
2021-02-23 15:15:00,2026
2021-02-24 09:15:00,2044
2021-02-24 10:15:00,2046
2021-02-24 11:15:00,2042
2021-02-25 09:15:00,2093
2021-02-25 10:15:00,2090
2021-02-25 11:15:00,2086
2021-02-25 12:15:00,2124
2021-02-25 13:15:00,2143
2021-02-25 14:15:00,2143
2021-02-25 15:15:00,2148
2021-02-26 09:15:00,2115
2021-02-26 10:15:00,2099
2021-02-26 11:15:00,2089
2021-02-26 12:15:00,2094
2021-02-26 13:15:00,2110
2021-02-26 14:15:00,2086
2021-02-26 15:15:00,2079
2021-03-01 09:15:00,2089
2021-03-01 10:15:00,2104
2021-03-01 11:15:00,2083
2021-03-01 12:15:00,2081
2021-03-01 13:15:00,2096
2021-03-01 14:15:00,2102
2021-03-01 15:15:00,2103
2021-03-02 09:15:00,2123
2021-03-02 10:15:00,2108
2021-03-02 11:15:00,2109
2021-03-02 12:15:00,2097
2021-03-02 13:15:00,2095
2021-03-02 14:15:00,2108
2021-03-02 15:15:00,2107
2021-03-03 09:15:00,2114
2021-03-03 10:15:00,2115
2021-03-03 11:15:00,2129
2021-03-03 12:15:00,2123
2021-03-03 13:15:00,2127
2021-03-03 14:15:00,2197
2021-03-03 15:15:00,2208
2021-03-04 09:15:00,2180
2021-03-04 10:15:00,2178
2021-03-04 11:15:00,2168
2021-03-04 12:15:00,2185
2021-03-04 13:15:00,2179
2021-03-04 14:15:00,2177
2021-03-04 15:15:00,2173
2021-03-05 09:15:00,2207
2021-03-05 10:15:00,2189
2021-03-05 11:15:00,2187
2021-03-05 12:15:00,2190
2021-03-05 13:15:00,2169
2021-03-05 14:15:00,2180
2021-03-05 15:15:00,2178
2021-03-08 09:15:00,2228
2021-03-08 10:15:00,2216
2021-03-08 11:15:00,2209
2021-03-08 12:15:00,2204
2021-03-08 13:15:00,2193
2021-03-08 14:15:00,2193
2021-03-08 15:15:00,2191
2021-03-09 09:15:00,2179
2021-03-09 10:15:00,2181
2021-03-09 11:15:00,2170
2021-03-09 12:15:00,2166
2021-03-09 13:15:00,2169
2021-03-09 14:15:00,2193
2021-03-09 15:15:00,2190
2021-03-10 09:15:00,2198
2021-03-10 10:15:00,2183
2021-03-10 11:15:00,2174
2021-03-10 12:15:00,2183
2021-03-10 13:15:00,2182
2021-03-10 14:15:00,2182
2021-03-10 15:15:00,2179
2021-03-12 09:15:00,2188
2021-03-12 10:15:00,2180
2021-03-12 11:15:00,2174
2021-03-12 12:15:00,2161
2021-03-12 13:15:00,2136
2021-03-12 14:15:00,2136
2021-03-12 15:15:00,2136
2021-03-15 09:15:00,2106
2021-03-15 10:15:00,2092
2021-03-15 11:15:00,2089
2021-03-15 12:15:00,2090
2021-03-15 13:15:00,2090
2021-03-15 14:15:00,2107
2021-03-15 15:15:00,2108
2021-03-16 09:15:00,2099
2021-03-16 10:15:00,2113
2021-03-16 11:15:00,2112
2021-03-16 12:15:00,2107
2021-03-16 13:15:00,2099
2021-03-16 14:15:00,2096
2021-03-16 15:15:00,2102
2021-03-17 09:15:00,2073
2021-03-17 10:15:00,2070
2021-03-17 11:15:00,2067
